id,cuisine
36195,chinese
25981,russian
39964,british
28298,moroccan
31954,irish
26620,italian
14932,thai
47426,southern_us
1038,irish
8077,japanese
37141,korean
45447,irish
9624,greek
45589,russian
7265,japanese
31844,indian
13046,jamaican
9867,jamaican
29184,korean
34783,brazilian
2823,italian
18932,irish
11112,brazilian
12859,british
9365,spanish
44516,filipino
18193,greek
46545,moroccan
9900,british
14815,southern_us
39690,mexican
22193,jamaican
11739,jamaican
27311,italian
36920,french
7861,irish
29248,indian
43142,filipino
7574,thai
8610,british
989,vietnamese
46926,korean
40816,chinese
39726,filipino
42229,russian
10474,chinese
22140,thai
31985,russian
46165,greek
20860,korean
42494,filipino
15968,japanese
20484,mexican
26661,thai
47182,filipino
22528,chinese
3861,spanish
1203,mexican
45040,brazilian
33287,mexican
10097,irish
42005,spanish
12423,spanish
39613,french
30276,russian
18686,greek
3031,thai
40093,thai
182,moroccan
46591,spanish
4092,russian
13722,chinese
44575,greek
14989,indian
13270,irish
25529,russian
12140,japanese
23127,thai
13523,chinese
41270,filipino
8362,vietnamese
11735,irish
27935,vietnamese
28198,korean
37765,indian
33856,japanese
30198,brazilian
42521,irish
21567,southern_us
36995,mexican
24967,irish
45002,thai
48925,russian
36914,southern_us
2280,mexican
14729,british
4594,french
2237,korean
45631,moroccan
2317,italian
23079,greek
29333,korean
48066,irish
15737,filipino
30580,korean
1119,brazilian
46336,brazilian
5026,russian
10749,cajun_creole
31020,southern_us
30805,moroccan
27653,irish
35060,cajun_creole
39174,jamaican
49509,brazilian
31784,thai
31408,southern_us
36029,indian
11045,jamaican
6561,chinese
26992,thai
31179,indian
35099,italian
11018,southern_us
17930,vietnamese
21302,filipino
46352,filipino
25132,british
7010,russian
25850,chinese
19601,vietnamese
7935,spanish
34994,southern_us
25113,chinese
45523,greek
34977,mexican
7124,italian
27514,russian
27178,russian
47880,italian
29197,italian
16347,moroccan
20333,mexican
29112,jamaican
7510,italian
13897,mexican
35699,russian
20520,southern_us
38920,filipino
21775,indian
37475,filipino
40131,jamaican
1939,french
48268,moroccan
34815,french
13797,korean
39063,russian
29064,greek
26896,brazilian
29477,cajun_creole
3352,thai
4966,japanese
7316,filipino
23879,indian
16525,russian
32843,vietnamese
39574,cajun_creole
32737,italian
44788,chinese
28772,korean
34189,chinese
33719,italian
25846,moroccan
1423,southern_us
4328,indian
579,russian
5219,spanish
2314,spanish
31143,indian
13409,french
3281,filipino
15804,greek
40835,chinese
39262,greek
37013,british
14807,korean
47956,greek
2580,british
13720,southern_us
23008,thai
5951,mexican
39312,southern_us
6176,british
17617,jamaican
57,moroccan
43422,french
49403,british
44751,filipino
21865,italian
26584,cajun_creole
39355,japanese
14038,indian
45396,russian
49715,cajun_creole
41515,brazilian
30445,russian
4090,moroccan
17207,irish
40376,spanish
19398,italian
22347,japanese
49671,irish
40854,cajun_creole
926,chinese
47919,vietnamese
20571,chinese
18866,thai
48742,spanish
14577,filipino
29481,mexican
40996,brazilian
34470,thai
31147,irish
35932,indian
27221,korean
48301,british
29925,brazilian
48640,cajun_creole
22873,japanese
10565,jamaican
15509,italian
37569,italian
13306,filipino
40474,japanese
15182,jamaican
8609,spanish
32168,korean
1125,italian
25244,russian
46889,italian
13841,moroccan
47135,brazilian
29036,italian
43533,cajun_creole
41631,thai
22124,russian
18836,indian
35695,chinese
5141,italian
41894,french
4972,italian
34195,moroccan
14183,thai
15188,irish
8734,mexican
30946,indian
5588,greek
49554,russian
1270,filipino
1259,brazilian
45986,british
22351,korean
300,british
9278,vietnamese
10021,chinese
17014,brazilian
40855,greek
18362,french
16292,brazilian
29924,greek
47174,filipino
4856,brazilian
15417,greek
19875,japanese
42228,jamaican
36264,moroccan
14571,moroccan
23496,thai
43879,brazilian
23431,french
5499,irish
247,italian
48795,thai
47113,filipino
489,vietnamese
13036,vietnamese
4838,korean
40630,french
17576,korean
29972,italian
8123,japanese
35918,moroccan
42669,cajun_creole
24632,southern_us
35740,moroccan
45670,spanish
28041,italian
46688,british
10309,mexican
15367,southern_us
30562,british
47151,italian
47300,italian
31200,moroccan
5749,southern_us
41807,moroccan
13990,french
23572,vietnamese
872,greek
38085,french
5248,italian
26309,korean
26880,british
41559,japanese
8059,mexican
26041,korean
30019,vietnamese
7207,jamaican
30309,greek
2092,italian
8023,indian
4016,vietnamese
24631,thai
35068,southern_us
8523,thai
28463,cajun_creole
8629,cajun_creole
43829,indian
22129,japanese
34505,irish
38200,brazilian
36513,southern_us
32187,spanish
7788,french
31130,filipino
40483,cajun_creole
2224,greek
14143,southern_us
22889,moroccan
17406,chinese
10451,moroccan
19844,vietnamese
23416,mexican
33874,french
39951,thai
41361,spanish
44659,japanese
8836,irish
21709,jamaican
22993,japanese
39191,moroccan
17182,cajun_creole
20507,southern_us
42397,southern_us
18897,russian
3797,japanese
11041,southern_us
807,thai
3514,irish
12936,filipino
15050,jamaican
43377,thai
10471,jamaican
30721,greek
14333,italian
6260,spanish
7712,chinese
19048,southern_us
21455,moroccan
18575,greek
47647,greek
35947,jamaican
14499,greek
43525,irish
5723,mexican
48497,cajun_creole
43822,korean
525,russian
30594,mexican
47948,korean
2099,italian
43863,greek
24711,vietnamese
15230,brazilian
21680,french
36218,indian
41622,japanese
34809,chinese
5110,spanish
27214,cajun_creole
34803,italian
36822,moroccan
6912,korean
20373,korean
29157,japanese
6327,vietnamese
35502,japanese
8305,japanese
35598,french
48538,thai
49358,filipino
44506,mexican
39146,spanish
29270,greek
20560,spanish
24169,filipino
41537,italian
10431,spanish
31517,southern_us
34049,korean
26964,british
49655,southern_us
9101,british
30377,mexican
7046,jamaican
47969,brazilian
18971,moroccan
38891,spanish
29506,southern_us
40305,vietnamese
21255,vietnamese
15578,irish
24894,mexican
32089,brazilian
46097,cajun_creole
40982,french
12543,southern_us
38366,brazilian
32925,filipino
17506,cajun_creole
48389,french
41804,spanish
9961,jamaican
24939,filipino
39599,cajun_creole
45838,thai
48875,french
25531,jamaican
3009,french
31965,greek
16901,chinese
13370,italian
2954,irish
40353,greek
8207,indian
10933,thai
38206,indian
14110,korean
19128,vietnamese
32616,jamaican
27748,moroccan
31858,thai
20510,mexican
17602,chinese
35665,indian
46589,japanese
8178,brazilian
34880,thai
42527,vietnamese
29682,japanese
32166,vietnamese
30343,spanish
15385,cajun_creole
18372,russian
29211,irish
23269,jamaican
4561,greek
27365,british
49032,filipino
22064,moroccan
12060,spanish
47834,mexican
25815,japanese
34036,french
19326,french
44078,indian
31090,brazilian
17485,spanish
708,russian
5350,thai
29754,french
18309,chinese
46871,irish
27300,filipino
41890,italian
49548,moroccan
11392,brazilian
1354,japanese
48819,italian
19097,chinese
42113,irish
24060,british
25849,french
4543,chinese
25306,french
41966,jamaican
48719,spanish
48191,cajun_creole
8826,southern_us
42703,mexican
16083,cajun_creole
26613,southern_us
28088,mexican
39965,greek
36239,irish
4322,mexican
9951,jamaican
3045,southern_us
28585,chinese
39841,filipino
25913,moroccan
39715,southern_us
23135,russian
47022,chinese
24160,brazilian
18619,japanese
12574,spanish
22681,thai
33692,chinese
538,cajun_creole
22118,chinese
21890,cajun_creole
36340,cajun_creole
27973,moroccan
12870,japanese
22564,jamaican
35063,french
7000,vietnamese
11318,spanish
47001,greek
11395,greek
23507,chinese
47242,moroccan
48957,moroccan
17721,russian
25138,chinese
47438,russian
47162,mexican
42459,italian
6486,russian
24116,korean
31596,southern_us
38887,chinese
10665,indian
13712,british
2633,korean
35784,greek
45204,vietnamese
46722,french
34949,filipino
35321,southern_us
46430,southern_us
34431,japanese
30890,southern_us
42132,italian
15702,korean
47719,thai
45160,thai
20600,spanish
10800,russian
30479,japanese
9457,french
26571,thai
42942,moroccan
36635,korean
43617,british
16911,filipino
122,italian
22340,italian
37007,mexican
23595,brazilian
25233,greek
5503,japanese
47338,russian
44695,filipino
7141,greek
14564,greek
19655,mexican
35326,spanish
35922,vietnamese
28171,japanese
1322,thai
14923,russian
42344,filipino
16380,indian
15233,southern_us
8338,filipino
41014,british
30440,cajun_creole
23043,irish
20788,jamaican
14375,british
1184,french
34280,brazilian
46171,mexican
31834,indian
14759,mexican
15855,greek
6662,chinese
15056,korean
34873,cajun_creole
20089,thai
20015,italian
18402,french
6418,indian
1454,indian
14070,korean
26424,moroccan
27349,british
26459,greek
13151,moroccan
12264,irish
18366,spanish
46851,mexican
18954,vietnamese
39858,cajun_creole
43500,moroccan
21656,russian
10505,greek
5313,moroccan
28951,thai
19961,spanish
1795,southern_us
9917,southern_us
26180,filipino
9726,indian
47689,brazilian
7866,spanish
41625,filipino
35160,moroccan
4430,thai
39082,russian
46186,french
11988,thai
24177,vietnamese
31849,french
41194,jamaican
36968,british
42330,thai
36791,french
19704,french
4933,chinese
4255,spanish
37105,moroccan
35848,spanish
17416,jamaican
39066,moroccan
36270,jamaican
24406,italian
20517,indian
27630,mexican
19670,southern_us
4685,mexican
45260,southern_us
378,chinese
40841,filipino
27632,brazilian
12193,russian
38047,vietnamese
10170,jamaican
25043,japanese
23851,moroccan
14743,cajun_creole
13294,jamaican
26466,brazilian
32002,korean
37526,spanish
8888,greek
38945,cajun_creole
38546,japanese
38869,jamaican
10556,french
3296,brazilian
25977,chinese
32025,greek
44087,japanese
32762,indian
824,french
44636,japanese
542,mexican
38218,italian
41930,indian
1987,mexican
37378,korean
8873,moroccan
1513,mexican
44013,japanese
38042,brazilian
11576,thai
24510,korean
823,thai
23443,moroccan
34870,greek
3846,jamaican
14993,mexican
16854,cajun_creole
5886,filipino
33793,spanish
2999,chinese
20843,chinese
29153,french
33790,korean
16516,filipino
37887,spanish
18466,british
48033,jamaican
45404,indian
4175,southern_us
31986,korean
38555,indian
26832,japanese
19810,korean
49086,jamaican
39579,filipino
25551,jamaican
42549,filipino
22052,indian
45632,southern_us
4143,korean
11310,chinese
32839,greek
48171,british
22896,italian
10878,moroccan
31643,brazilian
47624,cajun_creole
35141,irish
13498,indian
24566,chinese
16533,japanese
15437,greek
19426,moroccan
32416,mexican
2427,brazilian
9178,french
40606,brazilian
28450,japanese
7946,thai
21756,irish
17843,spanish
44066,korean
7427,korean
11297,british
42965,cajun_creole
23067,vietnamese
35066,brazilian
27938,cajun_creole
39075,british
20200,irish
19823,chinese
12336,korean
34714,italian
45388,spanish
25639,chinese
33985,british
25524,thai
19641,vietnamese
11106,chinese
22165,irish
35412,greek
23475,korean
1570,jamaican
12815,british
37253,southern_us
16900,cajun_creole
7701,spanish
49391,southern_us
1132,chinese
13051,thai
2284,chinese
21410,british
25604,southern_us
45746,greek
35911,vietnamese
26608,indian
16991,jamaican
40657,japanese
47960,chinese
38408,indian
1295,brazilian
40139,irish
38538,chinese
26420,brazilian
10326,thai
5181,moroccan
18210,british
3241,vietnamese
27062,greek
41527,greek
45484,indian
38755,southern_us
47246,cajun_creole
164,vietnamese
723,japanese
299,spanish
1519,british
34077,brazilian
45254,mexican
34760,russian
11154,british
26274,southern_us
15081,french
45100,cajun_creole
1417,vietnamese
32083,moroccan
29971,vietnamese
17679,japanese
36539,irish
34975,chinese
4633,italian
10321,moroccan
35565,mexican
26919,british
9549,irish
31863,filipino
22053,french
19443,japanese
18540,irish
23354,russian
13859,irish
23904,southern_us
6675,japanese
18595,chinese
12967,indian
17283,cajun_creole
23211,greek
14358,chinese
31398,vietnamese
42650,vietnamese
25258,filipino
18457,italian
11810,jamaican
9499,greek
11943,chinese
6810,russian
34323,indian
23296,brazilian
45927,irish
45196,chinese
19917,indian
20210,jamaican
41629,british
39907,greek
4956,cajun_creole
37058,korean
20859,spanish
3315,french
4401,thai
21361,indian
44164,chinese
26391,british
47771,mexican
44140,cajun_creole
43739,brazilian
12481,korean
12292,irish
15965,irish
23409,mexican
39005,french
2774,italian
14529,chinese
16926,jamaican
26890,french
9663,mexican
43052,greek
24193,italian
5476,korean
10048,british
1981,mexican
12194,indian
22202,cajun_creole
7626,moroccan
37365,mexican
44144,jamaican
37723,greek
47194,british
30827,jamaican
33108,cajun_creole
2075,chinese
6326,french
11083,southern_us
30311,cajun_creole
45371,french
18232,greek
9768,spanish
6648,thai
35650,chinese
23013,jamaican
6669,japanese
42670,moroccan
18155,vietnamese
44622,irish
28426,russian
23743,indian
14176,brazilian
9576,moroccan
36577,jamaican
16671,moroccan
22964,spanish
16424,spanish
47225,moroccan
17565,russian
36401,vietnamese
30314,british
32982,french
21866,british
1475,brazilian
13053,filipino
33983,moroccan
24051,brazilian
22800,british
16561,spanish
2740,french
219,spanish
48737,greek
2164,italian
13579,irish
71,french
12420,irish
35209,greek
11472,moroccan
43172,southern_us
24927,korean
37102,russian
10743,cajun_creole
27874,british
9565,korean
21419,greek
767,moroccan
28308,southern_us
37605,moroccan
9558,southern_us
31527,mexican
2419,korean
7541,greek
11400,italian
23487,mexican
8087,french
21906,chinese
48830,thai
37328,mexican
45490,filipino
9710,british
16153,chinese
39537,russian
13923,indian
8120,brazilian
12923,thai
1556,korean
6871,brazilian
34201,italian
36146,cajun_creole
33170,brazilian
20082,greek
26517,russian
15214,french
34092,southern_us
40902,irish
44452,indian
2083,french
44897,british
17850,greek
26693,indian
19618,chinese
35589,irish
46084,jamaican
17256,vietnamese
47570,irish
32796,spanish
27047,korean
39487,thai
130,japanese
17627,thai
29072,thai
1108,cajun_creole
22666,british
41630,mexican
27289,chinese
42299,cajun_creole
36078,french
7098,irish
46999,filipino
28791,russian
39576,brazilian
2447,cajun_creole
22449,moroccan
23828,irish
5660,japanese
47460,spanish
17912,japanese
12288,irish
44037,japanese
20875,french
6500,greek
13813,irish
4907,italian
38186,spanish
9816,vietnamese
8170,jamaican
21681,southern_us
42384,italian
35366,spanish
34244,jamaican
35421,filipino
33457,korean
28026,italian
38122,russian
21362,greek
42253,french
21994,spanish
34457,indian
40229,filipino
10181,moroccan
38257,southern_us
40992,japanese
15617,irish
34754,southern_us
45459,irish
31295,thai
44977,british
18322,thai
23257,british
10084,southern_us
16445,irish
10594,chinese
26828,southern_us
47643,irish
49680,irish
27446,japanese
8731,southern_us
37341,indian
42241,cajun_creole
13669,brazilian
21403,moroccan
688,indian
23894,cajun_creole
35753,mexican
44692,korean
235,spanish
20982,mexican
10166,cajun_creole
2187,moroccan
5022,french
49037,moroccan
44478,vietnamese
8912,brazilian
8919,indian
23856,chinese
14647,spanish
48870,british
14377,japanese
18548,spanish
39591,italian
46746,chinese
31926,filipino
10159,british
11342,filipino
32421,mexican
19969,filipino
3029,moroccan
39565,cajun_creole
7426,vietnamese
20624,southern_us
4385,korean
18761,italian
46710,chinese
46241,mexican
14208,jamaican
29323,french
40663,british
32391,indian
9506,brazilian
35402,cajun_creole
48796,mexican
4657,cajun_creole
2404,japanese
36923,british
41762,irish
19344,russian
19876,korean
39452,cajun_creole
19209,british
35461,filipino
5784,russian
40345,southern_us
24765,jamaican
25563,moroccan
40680,french
36932,chinese
28106,vietnamese
12717,spanish
40100,chinese
6960,filipino
20724,southern_us
24433,vietnamese
32118,cajun_creole
22353,greek
23040,korean
46246,russian
36642,jamaican
21579,russian
24073,greek
16775,cajun_creole
24732,indian
24221,italian
33300,southern_us
34971,cajun_creole
19777,korean
24337,british
24709,chinese
28557,french
8963,japanese
31515,irish
22575,french
11011,moroccan
42030,thai
48012,british
13623,indian
49552,moroccan
5702,moroccan
3847,japanese
34221,thai
4312,greek
35834,chinese
11849,mexican
38290,spanish
3064,japanese
30099,jamaican
37354,brazilian
27877,russian
45642,moroccan
10629,moroccan
17557,korean
3725,italian
49507,italian
5560,chinese
42239,vietnamese
29559,italian
46028,russian
26523,filipino
28313,jamaican
32502,mexican
43610,irish
35563,spanish
22160,irish
11258,vietnamese
36220,jamaican
15974,british
30449,cajun_creole
29676,spanish
29951,thai
2268,russian
36813,french
28096,cajun_creole
40471,vietnamese
6545,italian
33598,japanese
22338,french
41918,french
2133,thai
42259,mexican
11056,brazilian
7034,moroccan
17040,chinese
35238,russian
46155,brazilian
23356,filipino
3909,southern_us
22107,japanese
1656,chinese
9302,brazilian
19473,greek
13566,greek
23424,irish
4139,cajun_creole
15970,indian
47732,thai
37251,korean
44870,moroccan
9773,southern_us
2131,indian
6381,cajun_creole
9613,chinese
47364,greek
34376,irish
26408,moroccan
4763,filipino
18982,irish
2766,indian
19247,korean
13462,italian
19678,italian
22814,thai
18582,japanese
3124,thai
19347,british
8812,italian
22037,cajun_creole
15423,spanish
35960,chinese
49336,thai
1255,irish
17646,southern_us
20631,japanese
19492,chinese
22895,irish
18607,vietnamese
34569,japanese
48356,japanese
12252,jamaican
21071,mexican
22458,italian
19585,brazilian
15597,chinese
15038,moroccan
20028,spanish
29764,thai
17206,vietnamese
40901,spanish
37954,mexican
16933,irish
42657,irish
21846,chinese
33834,russian
25873,greek
5938,chinese
34762,jamaican
39835,indian
5805,japanese
13914,british
45924,brazilian
41460,russian
37287,chinese
25059,italian
34872,irish
7524,cajun_creole
10427,indian
8014,thai
14740,filipino
24329,cajun_creole
38514,filipino
12665,vietnamese
24655,chinese
7078,filipino
15995,spanish
15861,greek
30662,italian
17836,jamaican
2078,korean
3600,mexican
46302,moroccan
28375,southern_us
34839,thai
18345,greek
23205,japanese
34763,cajun_creole
26692,mexican
10317,italian
11767,british
36881,southern_us
33468,cajun_creole
20669,thai
18159,spanish
22891,vietnamese
39588,southern_us
35941,spanish
15981,greek
26013,jamaican
5076,irish
1573,southern_us
39380,cajun_creole
13845,brazilian
35146,spanish
32924,japanese
9567,italian
35203,french
39666,jamaican
17786,brazilian
21936,cajun_creole
8668,thai
41339,indian
32268,indian
29706,vietnamese
42032,moroccan
8105,jamaican
11218,british
7159,british
47817,southern_us
1572,brazilian
38720,jamaican
14780,mexican
31839,french
6501,british
39533,vietnamese
22820,mexican
9619,korean
14025,vietnamese
19697,japanese
5370,chinese
32639,spanish
15249,greek
47776,greek
48134,indian
24141,irish
4117,vietnamese
20578,brazilian
47585,thai
20326,brazilian
43932,irish
29704,southern_us
12447,filipino
38117,british
2684,greek
25371,filipino
25518,italian
27083,russian
16073,cajun_creole
45667,british
44188,korean
44888,spanish
41594,vietnamese
1061,russian
6536,southern_us
31586,italian
9792,japanese
40395,cajun_creole
24861,southern_us
32253,jamaican
31082,cajun_creole
19298,cajun_creole
6600,indian
46939,russian
6092,russian
36600,italian
45979,moroccan
46910,indian
14174,korean
10609,filipino
28647,indian
19066,spanish
16803,italian
49114,brazilian
14664,vietnamese
39670,british
4583,spanish
31121,japanese
12589,italian
22551,korean
11817,jamaican
22003,brazilian
42091,brazilian
45966,filipino
6811,vietnamese
2711,irish
44757,korean
5349,italian
30294,thai
48944,korean
44048,jamaican
411,southern_us
44998,moroccan
18078,cajun_creole
48533,italian
16485,greek
32939,jamaican
11808,japanese
23059,italian
16466,thai
7315,spanish
13178,greek
2751,thai
41395,brazilian
20534,greek
12111,spanish
38708,greek
37481,irish
28048,moroccan
13123,filipino
2174,russian
17190,irish
25756,russian
38180,mexican
26892,cajun_creole
23757,thai
8553,british
36272,french
35224,spanish
5203,moroccan
23565,southern_us
31420,filipino
43491,southern_us
38773,mexican
15223,greek
17763,filipino
24528,irish
21704,british
45329,indian
48876,mexican
3741,cajun_creole
47710,cajun_creole
9182,mexican
13782,korean
3369,brazilian
11985,french
39817,thai
26869,british
37461,vietnamese
24217,greek
2474,filipino
45929,mexican
12768,moroccan
924,southern_us
13258,mexican
7955,cajun_creole
37056,vietnamese
17934,greek
5843,filipino
46881,brazilian
4049,russian
24173,irish
4683,greek
32612,british
11314,thai
13550,indian
2483,vietnamese
9573,thai
34113,vietnamese
37865,moroccan
36951,russian
4703,irish
10734,jamaican
40444,greek
44334,british
35991,french
34020,russian
3743,filipino
18305,korean
7877,moroccan
10606,irish
30584,filipino
9266,greek
35196,jamaican
41070,british
25930,indian
48564,southern_us
14213,russian
6618,spanish
18479,spanish
10279,french
30750,brazilian
45701,spanish
22947,cajun_creole
6467,filipino
16365,spanish
7184,mexican
23270,chinese
41805,spanish
7537,filipino
18616,filipino
42857,brazilian
37906,japanese
16846,french
573,indian
26657,japanese
12408,chinese
38232,spanish
33447,brazilian
40227,british
35760,russian
1385,filipino
47866,greek
30871,southern_us
22604,spanish
39397,japanese
38782,korean
45343,irish
26112,brazilian
10209,moroccan
31702,southern_us
37943,mexican
23471,spanish
3529,thai
46794,french
16626,british
32361,japanese
20932,irish
11183,moroccan
33661,filipino
12681,brazilian
2450,korean
23979,irish
18465,british
28234,southern_us
47449,brazilian
33869,chinese
4924,cajun_creole
18862,indian
30556,jamaican
35762,indian
7396,indian
21232,irish
18299,irish
35468,greek
42838,mexican
33972,spanish
46021,thai
1627,irish
28873,british
38927,filipino
25262,british
19152,vietnamese
11061,italian
27000,thai
37396,british
47358,chinese
47825,moroccan
24681,japanese
37706,greek
44056,mexican
38298,greek
30788,filipino
36144,brazilian
21792,french
31745,greek
15104,brazilian
30589,indian
14235,southern_us
2608,italian
34828,southern_us
3282,moroccan
4336,southern_us
25666,british
17831,indian
17008,italian
35845,british
19494,italian
30797,greek
33763,cajun_creole
19950,cajun_creole
23089,chinese
32074,korean
49640,jamaican
8403,greek
15879,indian
7949,thai
31483,russian
32928,moroccan
27647,southern_us
34616,japanese
21113,irish
41599,indian
23924,vietnamese
36335,russian
36194,british
10980,korean
45999,japanese
3943,filipino
188,british
5799,southern_us
20964,korean
2716,korean
5464,moroccan
17640,greek
39437,filipino
14835,british
3094,russian
14826,southern_us
30173,chinese
37811,russian
22363,french
6369,russian
26850,irish
48887,jamaican
44405,irish
21477,chinese
32697,filipino
38843,mexican
20076,italian
26429,brazilian
35648,irish
41794,indian
22100,southern_us
30216,brazilian
17656,spanish
17317,moroccan
4928,chinese
43965,filipino
6404,cajun_creole
12274,greek
6651,british
40406,japanese
40933,french
23419,spanish
37867,russian
28834,indian
23912,korean
4791,southern_us
36354,southern_us
32298,korean
44577,chinese
48859,vietnamese
32485,russian
8394,russian
7708,russian
38385,vietnamese
22622,brazilian
29716,mexican
44462,thai
9422,mexican
22499,japanese
36,spanish
434,jamaican
5479,greek
42420,british
47346,italian
44568,moroccan
38650,moroccan
19191,greek
22848,italian
17886,russian
6036,brazilian
38608,chinese
12890,indian
15709,russian
13125,spanish
48454,british
36627,cajun_creole
47884,italian
28,cajun_creole
45365,mexican
40795,mexican
17651,moroccan
1530,thai
17604,vietnamese
4700,indian
24972,korean
23525,chinese
7092,greek
43757,russian
4808,cajun_creole
7249,southern_us
27589,chinese
47523,japanese
44244,chinese
10383,mexican
37285,greek
21332,russian
7311,indian
28052,mexican
31653,thai
1740,vietnamese
5484,spanish
41406,french
41907,moroccan
46515,indian
38392,thai
15925,brazilian
5094,thai
31816,southern_us
35713,mexican
31296,mexican
41640,irish
22419,greek
47874,korean
6570,spanish
6936,indian
34063,italian
34141,moroccan
44572,filipino
28425,indian
38481,southern_us
18955,southern_us
46466,mexican
5692,cajun_creole
39836,irish
33718,indian
36250,mexican
286,indian
29766,spanish
20541,french
31173,mexican
46440,irish
23905,indian
37232,japanese
8517,southern_us
21249,british
32700,italian
22845,indian
45461,thai
1307,british
30010,vietnamese
21646,mexican
28148,filipino
26450,irish
16602,spanish
9928,cajun_creole
27063,greek
22273,southern_us
12744,japanese
28272,mexican
30350,chinese
23362,filipino
13645,brazilian
16942,irish
34970,filipino
27829,spanish
38058,indian
13256,southern_us
31859,indian
43027,italian
22235,filipino
2933,french
45981,thai
11460,mexican
33770,spanish
24399,spanish
8006,southern_us
48885,greek
42585,mexican
40160,russian
45541,filipino
22410,greek
26226,mexican
4591,brazilian
5457,vietnamese
39085,korean
24040,irish
6576,filipino
34310,mexican
27350,british
9968,mexican
2464,spanish
27952,brazilian
43388,italian
33143,mexican
28083,spanish
15927,japanese
10255,italian
8011,japanese
5195,brazilian
36015,jamaican
40910,southern_us
11309,mexican
47556,irish
27958,spanish
27198,vietnamese
643,japanese
40853,vietnamese
15815,jamaican
2063,spanish
19827,indian
33443,jamaican
44632,indian
26773,russian
3203,british
32873,british
24806,spanish
45942,vietnamese
1324,chinese
32526,moroccan
48093,irish
48942,indian
8845,vietnamese
11546,russian
44358,indian
3209,russian
10553,indian
44430,jamaican
44712,thai
16351,greek
44644,filipino
31670,cajun_creole
49147,british
19750,italian
48121,jamaican
22722,moroccan
9910,korean
14236,british
48341,cajun_creole
23190,vietnamese
20362,spanish
44794,irish
39419,italian
13526,brazilian
42270,italian
37208,british
33824,greek
29953,southern_us
16387,brazilian
37672,mexican
1868,irish
24984,indian
47128,mexican
44303,moroccan
20318,indian
7513,greek
13261,japanese
19259,british
31103,greek
24037,russian
29984,french
28159,irish
5318,chinese
23962,cajun_creole
2084,mexican
41793,korean
18960,thai
17025,chinese
15510,moroccan
36832,thai
20643,moroccan
4154,british
10510,italian
45117,spanish
43403,vietnamese
42471,southern_us
6942,italian
33309,greek
6689,southern_us
48687,mexican
9880,russian
25590,brazilian
21842,brazilian
27151,brazilian
565,japanese
21740,irish
42399,italian
35928,spanish
47060,moroccan
43147,indian
16625,korean
16769,brazilian
12515,spanish
14731,british
11658,french
49467,greek
19749,korean
39723,spanish
5722,mexican
31967,greek
39857,spanish
16534,russian
27334,italian
32215,french
34903,spanish
24990,korean
31307,greek
38874,japanese
24130,vietnamese
27816,vietnamese
939,southern_us
38293,british
7889,italian
22114,french
24614,korean
48827,southern_us
3387,vietnamese
41676,japanese
3152,mexican
38805,cajun_creole
27078,russian
34940,british
16855,mexican
41891,irish
36715,indian
49455,brazilian
26522,irish
28420,brazilian
329,british
18986,chinese
31705,british
7402,cajun_creole
10212,vietnamese
10640,spanish
38014,russian
5172,british
26986,spanish
5088,cajun_creole
24522,jamaican
1900,irish
4801,thai
27932,southern_us
30941,spanish
42354,chinese
